id,year,month,day
7313945,2008,1,1
7313946,2008,1,1
7313947,2008,1,1
7313948,2008,1,1
7313949,2008,1,1
7313950,2008,1,1
7313951,2008,1,1
7313952,2008,1,1
7313953,2008,1,1
7313954,2008,1,1
7313955,2008,1,1
7313956,2008,1,1
7313957,2008,1,1
7313958,2008,1,1
7313959,2008,1,1
7313960,2008,1,1
7313961,2008,1,1
7313962,2008,1,1
7313963,2008,1,1
7313964,2008,1,1
7313965,2008,1,1
7313966,2008,1,1
7313967,2008,1,1
7313968,2008,1,1
7313969,2008,1,1
7313970,2008,1,1
7313971,2008,1,1
7313972,2008,1,1
7313973,2008,1,1
7313974,2008,1,1
7313975,2008,1,1
7313976,2008,1,1
7313977,2008,1,1
7313978,2008,1,1
7313979,2008,1,1
7313980,2008,1,1
7313981,2008,1,1
7313982,2008,1,1
7313983,2008,1,1
7313984,2008,1,1
7313985,2008,1,1
7313986,2008,1,1
7313987,2008,1,1
7313988,2008,1,1
7313989,2008,1,1
7313990,2008,1,1
7313991,2008,1,1
7313992,2008,1,1
7313993,2008,1,1
7313994,2008,1,1
7313995,2008,1,1
7313996,2008,1,1
7313997,2008,1,1
7313998,2008,1,1
7313999,2008,1,1
7314000,2008,1,1
7314001,2008,1,1
7314002,2008,1,1
7314003,2008,1,1
7314004,2008,1,1
7314005,2008,1,1
7314006,2008,1,1
7314007,2008,1,1
7314008,2008,1,1
7314009,2008,1,1
7314010,2008,1,1
7314011,2008,1,1
7314012,2008,1,1
7314013,2008,1,1
7314014,2008,1,1
7314015,2008,1,1
7314016,2008,1,1
7314017,2008,1,1
7314018,2008,1,1
7314019,2008,1,1
7314020,2008,1,1
7314021,2008,1,1
7314022,2008,1,1
7314023,2008,1,1
7314024,2008,1,1
7314025,2008,1,1
7314026,2008,1,1
7314027,2008,1,1
7314028,2008,1,1
7314029,2008,1,1
7314030,2008,1,1
7314031,2008,1,1
7314032,2008,1,1
7314033,2008,1,1
7314034,2008,1,1
7314035,2008,1,1
7314036,2008,1,1
7314037,2008,1,1
7314038,2008,1,1
7314039,2008,1,1
7314040,2008,1,1
7314041,2008,1,1
7314042,2008,1,1
7314043,2008,1,1
7314044,2008,1,1
7314045,2008,1,1
7314046,2008,1,1
7314047,2008,1,1
7314048,2008,1,1
7314049,2008,1,1
7314050,2008,1,1
7314051,2008,1,1
7314052,2008,1,1
7314053,2008,1,1
7314054,2008,1,1
7314055,2008,1,1
7314056,2008,1,1
7314057,2008,1,1
7314058,2008,1,1
7314059,2008,1,1
7314060,2008,1,1
7314061,2008,1,1
7314062,2008,1,1
7314063,2008,1,1
7314064,2008,1,1
7314065,2008,1,1
7314066,2008,1,1
7314067,2008,1,1
7314068,2008,1,1
7314069,2008,1,1
7314070,2008,1,1
7314071,2008,1,1
7314072,2008,1,1
7314073,2008,1,1
7314074,2008,1,1
7314075,2008,1,1
7314076,2008,1,1
7314077,2008,1,1
7314078,2008,1,1
7314079,2008,1,1
7314080,2008,1,1
7314081,2008,1,1
7314082,2008,1,1
7314083,2008,1,1
7314084,2008,1,1
7314085,2008,1,1
7314086,2008,1,1
7314087,2008,1,1
7314088,2008,1,1
7314089,2008,1,1
7314090,2008,1,1
7314091,2008,1,1
7314092,2008,1,1
7314093,2008,1,1
7314094,2008,1,1
7314095,2008,1,1
7314096,2008,1,1
7314097,2008,1,1
7314098,2008,1,1
7314099,2008,1,1
7314100,2008,1,1
7314101,2008,1,1
7314102,2008,1,1
7314103,2008,1,1
7314104,2008,1,1
7314105,2008,1,1
7314106,2008,1,1
7314107,2008,1,1
7314108,2008,1,1
7314109,2008,1,1
7314110,2008,1,1
7314111,2008,1,1
7314112,2008,1,1
7314113,2008,1,1
7314114,2008,1,1
7314115,2008,1,1
7314116,2008,1,1
7314117,2008,1,1
7314118,2008,1,1
7314119,2008,1,1
7314120,2008,1,1
7314121,2008,1,1
7314122,2008,1,1
7314123,2008,1,1
7314124,2008,1,1
7314125,2008,1,1
7314126,2008,1,1
7314127,2008,1,1
7314128,2008,1,1
7314129,2008,1,1
7314130,2008,1,1
7314131,2008,1,1
7314132,2008,1,1
7314133,2008,1,1
7314134,2008,1,1
7314135,2008,1,1
7314136,2008,1,1
7314137,2008,1,1
7314138,2008,1,1
7314139,2008,1,1
7314140,2008,1,1
7314141,2008,1,1
7314142,2008,1,1
7314143,2008,1,1
7314144,2008,1,1
7314145,2008,1,1
7314146,2008,1,1
7314147,2008,1,1
7314148,2008,1,1
7314149,2008,1,1
7314150,2008,1,1
7314151,2008,1,1
7314152,2008,1,1
7314153,2008,1,1
7314154,2008,1,1
7314155,2008,1,1
7314156,2008,1,1
7314157,2008,1,1
7314158,2008,1,1
7314159,2008,1,1
7314160,2008,1,1
7314161,2008,1,1
7314162,2008,1,1
7314163,2008,1,1
7314164,2008,1,1
7314165,2008,1,1
7314166,2008,1,1
7314167,2008,1,1
7314168,2008,1,1
7314169,2008,1,1
7314170,2008,1,1
7314171,2008,1,1
7314172,2008,1,1
7314173,2008,1,1
7314174,2008,1,1
7314175,2008,1,1
7314176,2008,1,1
7314177,2008,1,1
7314178,2008,1,1
7314179,2008,1,1
7314180,2008,1,1
7314181,2008,1,1
7314182,2008,1,1
7314183,2008,1,1
7314184,2008,1,1
7314185,2008,1,1
7314186,2008,1,1
7314187,2008,1,1
7314188,2008,1,1
7314189,2008,1,1
7314190,2008,1,1
7314191,2008,1,1
7314192,2008,1,1
7314193,2008,1,1
7314194,2008,1,1
7314195,2008,1,1
7314196,2008,1,1
7314197,2008,1,1
7314198,2008,1,1
7314199,2008,1,1
7314200,2008,1,1
7314201,2008,1,1
7314202,2008,1,1
7314203,2008,1,1
7314204,2008,1,1
7314205,2008,1,1
7314206,2008,1,1
7314207,2008,1,1
7314208,2008,1,1
7314209,2008,1,1
7314210,2008,1,1
7314211,2008,1,1
7314212,2008,1,1
7314213,2008,1,1
7314214,2008,1,1
7314215,2008,1,1
7314216,2008,1,1
7314217,2008,1,1
7314218,2008,1,1
7314219,2008,1,1
7314220,2008,1,1
7314221,2008,1,1
7314222,2008,1,1
7314223,2008,1,1
7314224,2008,1,1
7314225,2008,1,1
7314226,2008,1,1
7314227,2008,1,1
7314228,2008,1,1
7314229,2008,1,1
7314230,2008,1,1
7314231,2008,1,1
7314232,2008,1,1
7314233,2008,1,1
7314234,2008,1,1
7314235,2008,1,1
7314236,2008,1,1
7314237,2008,1,1
7314238,2008,1,1
7314239,2008,1,1
7314240,2008,1,1
7314241,2008,1,1
7314242,2008,1,1
7314243,2008,1,1
7314244,2008,1,1
7314245,2008,1,1
7314246,2008,1,1
7314247,2008,1,1
7314248,2008,1,1
7314249,2008,1,1
7314250,2008,1,1
7314251,2008,1,1
7314252,2008,1,1
7314253,2008,1,1
7314254,2008,1,1
7314255,2008,1,1
7314256,2008,1,1
7314257,2008,1,1
7314258,2008,1,1
7314259,2008,1,1
7314260,2008,1,1
7314261,2008,1,1
7314262,2008,1,1
7314263,2008,1,1
7314264,2008,1,1
7314265,2008,1,1
7314266,2008,1,1
7314267,2008,1,1
7314268,2008,1,1
7314269,2008,1,1
7314270,2008,1,1
7314271,2008,1,1
7314272,2008,1,1
7314273,2008,1,1
7314274,2008,1,1
7314275,2008,1,1
7314276,2008,1,1
7314277,2008,1,1
7314278,2008,1,1
7314279,2008,1,1
7314280,2008,1,1
7314281,2008,1,1
7314282,2008,1,1
7314283,2008,1,1
7314284,2008,1,1
7314285,2008,1,1
7314286,2008,1,1
7314287,2008,1,1
7314288,2008,1,1
7314289,2008,1,1
7314290,2008,1,1
7314291,2008,1,1
7314292,2008,1,1
7314293,2008,1,1
7314294,2008,1,1
7314295,2008,1,1
7314296,2008,1,1
7314297,2008,1,1
7314298,2008,1,1
7314299,2008,1,1
7314300,2008,1,1
7314301,2008,1,1
7314302,2008,1,1
7314303,2008,1,1
7314304,2008,1,1
7314305,2008,1,1
7314306,2008,1,1
7314307,2008,1,1
7314308,2008,1,1
7314309,2008,1,1
7314310,2008,1,1
7314311,2008,1,1
7314312,2008,1,1
7314313,2008,1,1
7314314,2008,1,1
7314315,2008,1,1
7314316,2008,1,1
7314317,2008,1,1
7314318,2008,1,1
7314319,2008,1,1
7314320,2008,1,1
7314321,2008,1,1
7314322,2008,1,1
7314323,2008,1,1
7314324,2008,1,1
7314325,2008,1,1
7314326,2008,1,1
7314327,2008,1,1
7314328,2008,1,1
7314329,2008,1,1
7314330,2008,1,1
7314331,2008,1,1
7314333,2008,1,1
7314334,2008,1,1
7314335,2008,1,1
7314336,2008,1,1
7314337,2008,1,1
7314338,2008,1,1
7314339,2008,1,1
7314340,2008,1,1
7314341,2008,1,1
7314342,2008,1,1
7314343,2008,1,1
7314344,2008,1,1
7314345,2008,1,1
7314346,2008,1,1
7314347,2008,1,1
7314348,2008,1,1
7314349,2008,1,1
7314350,2008,1,1
7314351,2008,1,1
7314352,2008,1,1
7314353,2008,1,1
7314354,2008,1,1
7314355,2008,1,1
7314356,2008,1,1
7314357,2008,1,1
7314358,2008,1,1
7314359,2008,1,1
7314360,2008,1,1
7314361,2008,1,1
7314362,2008,1,1
7314363,2008,1,1
7314364,2008,1,1
7314365,2008,1,1
7314366,2008,1,1
7314367,2008,1,1
7314368,2008,1,1
7314369,2008,1,1
7314370,2008,1,1
7314371,2008,1,1
7314372,2008,1,1
7314373,2008,1,1
7314374,2008,1,1
7314375,2008,1,1
7314376,2008,1,1
7314377,2008,1,1
7314378,2008,1,1
7314379,2008,1,1
7314380,2008,1,1
7314381,2008,1,1
7314382,2008,1,1
7314383,2008,1,1
7314384,2008,1,1
7314385,2008,1,1
7314386,2008,1,1
7314387,2008,1,1
7314388,2008,1,1
7314389,2008,1,1
7314390,2008,1,1
7314391,2008,1,1
7314392,2008,1,1
7314393,2008,1,1
7314394,2008,1,1
7314395,2008,1,1
7314396,2008,1,1
7314397,2008,1,1
7314398,2008,1,1
7314399,2008,1,1
7314400,2008,1,1
7314401,2008,1,1
7314402,2008,1,1
7314403,2008,1,1
7314404,2008,1,1
7314405,2008,1,1
7314406,2008,1,1
7314407,2008,1,1
7314408,2008,1,1
7314409,2008,1,1
7314410,2008,1,1
7314411,2008,1,1
7314412,2008,1,1
7314413,2008,1,1
7314414,2008,1,1
7314415,2008,1,1
7314416,2008,1,1
7314417,2008,1,1
7314418,2008,1,1
7314419,2008,1,1
7314420,2008,1,1
7314421,2008,1,1
7314422,2008,1,1
7314423,2008,1,1
7314424,2008,1,1
7314425,2008,1,1
7314426,2008,1,1
7314427,2008,1,1
7314428,2008,1,1
7314429,2008,1,1
7314430,2008,1,1
7314431,2008,1,1
7314432,2008,1,1
7314433,2008,1,1
7314434,2008,1,1
7314435,2008,1,1
7314436,2008,1,1
7314437,2008,1,1
7314438,2008,1,1
7314439,2008,1,1
7314440,2008,1,1
7314441,2008,1,1
7314442,2008,1,1
7314443,2008,1,1
7314444,2008,1,1
7314445,2008,1,1
7314446,2008,1,1
7314447,2008,1,1
7314448,2008,1,1
7314449,2008,1,1
7314450,2008,1,1
7314451,2008,1,1
7314452,2008,1,1
7314453,2008,1,1
7314454,2008,1,1
7314455,2008,1,1
7314456,2008,1,1
7314457,2008,1,1
7314458,2008,1,1
7314459,2008,1,1
7314460,2008,1,1
7314461,2008,1,1
7314462,2008,1,1
7314463,2008,1,1
7314464,2008,1,1
7314465,2008,1,1
7314466,2008,1,1
7314467,2008,1,1
7314468,2008,1,1
7314469,2008,1,1
7314470,2008,1,1
7314471,2008,1,1
7314472,2008,1,1
7314473,2008,1,1
7314474,2008,1,1
7314475,2008,1,1
7314476,2008,1,1
7314477,2008,1,1
7314478,2008,1,1
7314479,2008,1,1
7314480,2008,1,1
7314481,2008,1,1
7314482,2008,1,1
7314483,2008,1,1
7314484,2008,1,1
7314485,2008,1,1
7314486,2008,1,1
7314487,2008,1,1
7314488,2008,1,1
7314489,2008,1,1
7314490,2008,1,1
7314491,2008,1,1
7314492,2008,1,1
7314493,2008,1,1
7314494,2008,1,1
7314495,2008,1,1
7314496,2008,1,1
7314497,2008,1,1
7314498,2008,1,1
7314499,2008,1,1
7314500,2008,1,1
7314501,2008,1,1
7314502,2008,1,1
7314503,2008,1,1
7314504,2008,1,1
7314505,2008,1,1
7314506,2008,1,1
7314507,2008,1,1
7314508,2008,1,1
7314509,2008,1,1
7314510,2008,1,1
7314511,2008,1,1
7314512,2008,1,1
7314513,2008,1,1
7314514,2008,1,1
7314515,2008,1,1
7314516,2008,1,1
7314517,2008,1,1
7314518,2008,1,1
7314519,2008,1,1
7314520,2008,1,1
7314521,2008,1,1
7314522,2008,1,1
7314523,2008,1,1
7314524,2008,1,1
7314525,2008,1,1
7314526,2008,1,1
7314527,2008,1,1
7314528,2008,1,1
7314529,2008,1,1
7314530,2008,1,1
7314531,2008,1,1
7314532,2008,1,1
7314533,2008,1,1
7314534,2008,1,1
7314535,2008,1,1
7314536,2008,1,1
7314537,2008,1,1
7314538,2008,1,1
7314539,2008,1,1
7314540,2008,1,1
7314541,2008,1,1
7314542,2008,1,1
7314543,2008,1,1
7314544,2008,1,1
7314545,2008,1,1
7314546,2008,1,1
7314547,2008,1,1
7314548,2008,1,1
7314549,2008,1,1
7314550,2008,1,1
7314551,2008,1,1
7314552,2008,1,1
7314553,2008,1,1
7314554,2008,1,1
7314555,2008,1,1
7314556,2008,1,1
7314557,2008,1,1
7314558,2008,1,1
7314559,2008,1,1
7314560,2008,1,1
7314561,2008,1,1
7314562,2008,1,1
7314563,2008,1,1
7314564,2008,1,1
7314565,2008,1,1
7314567,2008,1,1
7314568,2008,1,1
7314569,2008,1,1
7314570,2008,1,1
7314571,2008,1,1
7314572,2008,1,1
7314573,2008,1,1
7314574,2008,1,1
7314575,2008,1,1
7314576,2008,1,1
7314577,2008,1,1
7314578,2008,1,1
7314579,2008,1,1
7314580,2008,1,1
7314581,2008,1,1
7314582,2008,1,1
7314583,2008,1,1
7314584,2008,1,1
7314585,2008,1,1
7314586,2008,1,1
7314587,2008,1,1
7314588,2008,1,1
7314589,2008,1,1
7314590,2008,1,1
7314591,2008,1,1
7314592,2008,1,1
7314593,2008,1,1
7314594,2008,1,1
7314595,2008,1,1
7314596,2008,1,1
7314597,2008,1,1
7314598,2008,1,1
7314599,2008,1,1
7314600,2008,1,1
7314601,2008,1,1
7314602,2008,1,1
7314603,2008,1,1
7314604,2008,1,1
7314605,2008,1,1
7314606,2008,1,1
7314607,2008,1,1
7314609,2008,1,1
7314610,2008,1,1
7314611,2008,1,1
7314612,2008,1,1
7314613,2008,1,1
7314614,2008,1,1
7314615,2008,1,1
7314616,2008,1,1
7314617,2008,1,1
7314618,2008,1,1
7314619,2008,1,1
7314620,2008,1,1
7314621,2008,1,1
7314622,2008,1,1
7314623,2008,1,1
7314624,2008,1,1
7314625,2008,1,1
7314626,2008,1,1
7314627,2008,1,1
7314628,2008,1,1
7314629,2008,1,1
7314630,2008,1,1
7314631,2008,1,1
7314632,2008,1,1
7314633,2008,1,1
7314634,2008,1,1
7314635,2008,1,1
7314636,2008,1,1
7314637,2008,1,1
7314638,2008,1,1
7314639,2008,1,1
7314640,2008,1,1
7314641,2008,1,1
7314642,2008,1,1
7314643,2008,1,1
7314644,2008,1,1
7314645,2008,1,1
7314646,2008,1,1
7314647,2008,1,1
7314648,2008,1,1
7314649,2008,1,1
7314650,2008,1,1
7314651,2008,1,1
7314652,2008,1,1
7314653,2008,1,1
7314654,2008,1,1
7314656,2008,1,1
7314657,2008,1,1
7314658,2008,1,1
7314659,2008,1,1
7314660,2008,1,1
7314661,2008,1,1
7314662,2008,1,1
7314663,2008,1,1
7314664,2008,1,1
7314665,2008,1,1
7314666,2008,1,1
7314667,2008,1,1
7314668,2008,1,1
7314669,2008,1,1
7314670,2008,1,1
7314671,2008,1,1
7314672,2008,1,1
7314673,2008,1,1
7314674,2008,1,1
7314675,2008,1,1
7314676,2008,1,1
7314677,2008,1,1
7314678,2008,1,1
7314679,2008,1,1
7314680,2008,1,1
7314681,2008,1,1
7314682,2008,1,1
7314683,2008,1,1
7314684,2008,1,1
7314685,2008,1,1
7314687,2008,1,1
7314688,2008,1,1
7314689,2008,1,1
7314690,2008,1,1
7314691,2008,1,1
7314692,2008,1,1
7314693,2008,1,1
7314694,2008,1,1
7314695,2008,1,1
7314696,2008,1,1
7314697,2008,1,1
7314698,2008,1,1
7314699,2008,1,1
7314700,2008,1,1
7314701,2008,1,1
7314702,2008,1,1
7314703,2008,1,1
7314704,2008,1,1
7314705,2008,1,1
7314706,2008,1,1
7314707,2008,1,1
7314708,2008,1,1
7314709,2008,1,1
7314710,2008,1,1
7314711,2008,1,1
7314712,2008,1,1
7314713,2008,1,1
7314714,2008,1,1
7314715,2008,1,1
7314716,2008,1,1
7314717,2008,1,1
7314718,2008,1,1
7314719,2008,1,1
7314720,2008,1,1
7314721,2008,1,1
7314722,2008,1,1
7314723,2008,1,1
7314724,2008,1,1
7314725,2008,1,1
7314726,2008,1,1
7314727,2008,1,1
7314728,2008,1,1
7314729,2008,1,1
7314730,2008,1,1
7314731,2008,1,1
7314732,2008,1,1
7314733,2008,1,1
7314734,2008,1,1
7314735,2008,1,1
7314736,2008,1,1
7314737,2008,1,1
7314738,2008,1,1
7314739,2008,1,1
7314740,2008,1,1
7314741,2008,1,1
7314742,2008,1,1
7314743,2008,1,1
7314744,2008,1,1
7314745,2008,1,1
7314746,2008,1,1
7314747,2008,1,1
7314748,2008,1,1
7314749,2008,1,1
7314750,2008,1,1
7314751,2008,1,1
7314752,2008,1,1
7314753,2008,1,1
7314754,2008,1,1
7314755,2008,1,1
7314756,2008,1,1
7314757,2008,1,1
7314758,2008,1,1
7314759,2008,1,1
7314760,2008,1,1
7314761,2008,1,1
7314762,2008,1,1
7314763,2008,1,1
7314764,2008,1,1
7314765,2008,1,1
7314766,2008,1,1
7314767,2008,1,1
7314768,2008,1,1
7314769,2008,1,1
7314770,2008,1,1
7314771,2008,1,1
7314772,2008,1,1
7314773,2008,1,1
7314774,2008,1,1
7314775,2008,1,1
7314776,2008,1,1
7314777,2008,1,1
7314778,2008,1,1
7314779,2008,1,1
7314780,2008,1,1
7314781,2008,1,1
7314782,2008,1,1
7314783,2008,1,1
7314784,2008,1,1
7314785,2008,1,1
7314786,2008,1,1
7314787,2008,1,1
7314788,2008,1,1
7314789,2008,1,1
7314790,2008,1,1
7314791,2008,1,1
7314792,2008,1,1
7314793,2008,1,1
7314794,2008,1,1
7314795,2008,1,1
7314796,2008,1,1
7314797,2008,1,1
7314798,2008,1,1
7314799,2008,1,1
7314800,2008,1,1
7314801,2008,1,1
7314802,2008,1,1
7314803,2008,1,1
7314804,2008,1,1
7314805,2008,1,1
7314806,2008,1,1
7314807,2008,1,1
7314808,2008,1,1
7314809,2008,1,1
7314810,2008,1,1
7314811,2008,1,1
7314812,2008,1,1
7314813,2008,1,1
7314814,2008,1,1
7314815,2008,1,1
7314816,2008,1,1
7314817,2008,1,1
7314818,2008,1,1
7314819,2008,1,1
7314820,2008,1,1
7314821,2008,1,1
7314822,2008,1,1
7314823,2008,1,1
7314824,2008,1,1
7314825,2008,1,1
7314826,2008,1,1
7314827,2008,1,1
7314828,2008,1,1
7314829,2008,1,1
7314830,2008,1,1
7314831,2008,1,1
7314832,2008,1,1
7314833,2008,1,1
7314834,2008,1,1
7314835,2008,1,1
7314836,2008,1,1
7314837,2008,1,1
7314838,2008,1,1
7314839,2008,1,1
7314840,2008,1,1
7314841,2008,1,1
7314842,2008,1,1
7314843,2008,1,1
7314844,2008,1,1
7314845,2008,1,1
7314846,2008,1,1
7314847,2008,1,1
7314848,2008,1,1
7314849,2008,1,1
7314850,2008,1,1
7314851,2008,1,1
7314852,2008,1,1
7314853,2008,1,1
7314854,2008,1,1
7314855,2008,1,1
7314856,2008,1,1
7314857,2008,1,1
7314858,2008,1,1
7314859,2008,1,1
7314860,2008,1,1
7314861,2008,1,1
7314862,2008,1,1
7314863,2008,1,1
7314864,2008,1,1
7314865,2008,1,1
7314866,2008,1,1
7314867,2008,1,1
7314868,2008,1,1
7314869,2008,1,1
7314870,2008,1,1
7314871,2008,1,1
7314872,2008,1,1
7314873,2008,1,1
7314874,2008,1,1
7314875,2008,1,1
7314876,2008,1,1
7314877,2008,1,1
7314878,2008,1,1
7314879,2008,1,1
7314880,2008,1,1
7314881,2008,1,1
7314882,2008,1,1
7314883,2008,1,1
7314884,2008,1,1
7314885,2008,1,1
7314886,2008,1,1
7314887,2008,1,1
7314888,2008,1,1
7314889,2008,1,1
7314890,2008,1,1
7314891,2008,1,1
7314892,2008,1,1
7314893,2008,1,1
7314894,2008,1,1
7314895,2008,1,1
7314896,2008,1,1
7314897,2008,1,1
7314898,2008,1,1
7314899,2008,1,1
7314900,2008,1,1
7314901,2008,1,1
7314902,2008,1,1
7314903,2008,1,1
7314904,2008,1,1
7314905,2008,1,1
7314906,2008,1,1
7314907,2008,1,1
7314908,2008,1,1
7314909,2008,1,1
7314910,2008,1,1
7314911,2008,1,1
7314912,2008,1,1
7314913,2008,1,1
7314914,2008,1,1
7314915,2008,1,1
7314916,2008,1,1
7314917,2008,1,1
7314918,2008,1,1
7314919,2008,1,1
7314920,2008,1,1
7314921,2008,1,1
7314922,2008,1,1
7314923,2008,1,1
7314924,2008,1,1
7314925,2008,1,1
7314926,2008,1,1
7314927,2008,1,1
7314928,2008,1,1
7314929,2008,1,1
7314930,2008,1,1
7314931,2008,1,1
7314932,2008,1,1
7314933,2008,1,1
7314934,2008,1,1
7314935,2008,1,1
7314936,2008,1,1
7314937,2008,1,1
7314938,2008,1,1
7314939,2008,1,1
7314940,2008,1,1
7314941,2008,1,1
7314942,2008,1,1
7314943,2008,1,1
7314944,2008,1,1
7314945,2008,1,1
7314946,2008,1,1
7314947,2008,1,1
7314948,2008,1,1
7314949,2008,1,1
7314950,2008,1,1
7314951,2008,1,1
7314952,2008,1,1
7314953,2008,1,1
7314954,2008,1,1
7314955,2008,1,1
7314956,2008,1,1
7314957,2008,1,1
7314958,2008,1,1
7314959,2008,1,1
7314960,2008,1,1
7314961,2008,1,1
7314962,2008,1,1
7314963,2008,1,1
7314964,2008,1,1
7314965,2008,1,1
7314966,2008,1,1
7314967,2008,1,1
7314968,2008,1,1
7314969,2008,1,1
7314970,2008,1,1
7314971,2008,1,1
7314972,2008,1,1
7314973,2008,1,1
7314974,2008,1,1
7314975,2008,1,1
7314976,2008,1,1
7314977,2008,1,1
7314978,2008,1,1
7314979,2008,1,1
7314980,2008,1,1
7314981,2008,1,1
7314982,2008,1,1
7314983,2008,1,1
7314984,2008,1,1
7314985,2008,1,1
7314986,2008,1,1
7314987,2008,1,1
7314988,2008,1,1
7314989,2008,1,1
7314990,2008,1,1
7314991,2008,1,1
7314992,2008,1,1
7314993,2008,1,1
7314994,2008,1,1
7314995,2008,1,1
7314996,2008,1,1
7314997,2008,1,1
7314998,2008,1,1
7314999,2008,1,1
7315000,2008,1,1
7315001,2008,1,1
7315002,2008,1,1
7315003,2008,1,1
7315004,2008,1,1
7315005,2008,1,1
7315006,2008,1,1
7315007,2008,1,1
7315008,2008,1,1
7315009,2008,1,1
7315010,2008,1,1
7315011,2008,1,1
7315012,2008,1,1
7315013,2008,1,1
7315014,2008,1,1
7315015,2008,1,1
7315016,2008,1,1
7315017,2008,1,1
7315018,2008,1,1
7315019,2008,1,1
7315020,2008,1,1
7315021,2008,1,1
7315022,2008,1,1
7315023,2008,1,1
7315024,2008,1,1
7315025,2008,1,1
7315026,2008,1,1
7315027,2008,1,1
7315028,2008,1,1
7315029,2008,1,1
7315030,2008,1,1
7315031,2008,1,1
7315032,2008,1,1
7315033,2008,1,1
7315034,2008,1,1
7315035,2008,1,1
7315036,2008,1,1
7315037,2008,1,1
7315038,2008,1,1
7315039,2008,1,1
7315040,2008,1,1
7315041,2008,1,1
7315042,2008,1,1
7315043,2008,1,1
7315044,2008,1,1
7315045,2008,1,1
7315046,2008,1,1
7315047,2008,1,1
7315048,2008,1,1
7315049,2008,1,1
7315050,2008,1,1
7315051,2008,1,1
7315052,2008,1,1
7315053,2008,1,1
7315054,2008,1,1
7315055,2008,1,1
7315056,2008,1,1
7315057,2008,1,1
7315058,2008,1,1
7315059,2008,1,1
7315060,2008,1,1
7315061,2008,1,1
7315062,2008,1,1
7315063,2008,1,1
7315064,2008,1,1
7315065,2008,1,1
7315066,2008,1,1
7315067,2008,1,1
7315068,2008,1,1
7315069,2008,1,1
7315070,2008,1,1
7315071,2008,1,1
7315072,2008,1,1
7315073,2008,1,1
7315074,2008,1,1
7315075,2008,1,1
7315076,2008,1,1
7315077,2008,1,1
7315078,2008,1,1
7315079,2008,1,1
7315080,2008,1,1
7315081,2008,1,1
7315082,2008,1,1
7315083,2008,1,1
7315084,2008,1,1
7315085,2008,1,1
7315086,2008,1,1
7315087,2008,1,1
7315088,2008,1,1
7315089,2008,1,1
7315090,2008,1,1
7315091,2008,1,1
7315092,2008,1,1
7315093,2008,1,1
7315094,2008,1,1
7315095,2008,1,1
7315096,2008,1,1
7315097,2008,1,1
7315098,2008,1,1
7315099,2008,1,1
7315100,2008,1,1
7315101,2008,1,1
7315102,2008,1,1
7315103,2008,1,1
7315104,2008,1,1
7315105,2008,1,1
